TotalGenerations	Demes	TotalKappa	migration	isGlobal	mutation	frequency	growth	s	r	z	replicates	Rescue	Error
4800.00000	16.00000	20000.00000	0.02154	1.00000	0.00005	0.00000	1.05000	0.50000	0.50000	0.02000	1000.00000	0.53000	0.04056
4800.00000	16.00000	20000.00000	0.02154	1.00000	0.00005	0.00000	1.50000	0.50000	0.50000	0.02000	1000.00000	0.64000	0.03901
4800.00000	16.00000	20000.00000	0.02154	0.00000	0.00005	0.00000	1.05000	0.50000	0.50000	0.02000	1000.00000	0.23500	0.03446
4800.00000	16.00000	20000.00000	0.02154	0.00000	0.00005	0.00000	1.50000	0.50000	0.50000	0.02000	1000.00000	0.26000	0.03565
4800.00000	16.00000	20000.00000	0.03162	1.00000	0.00005	0.00000	1.05000	0.50000	0.50000	0.02000	1000.00000	0.42500	0.04018
4800.00000	16.00000	20000.00000	0.03162	1.00000	0.00005	0.00000	1.50000	0.50000	0.50000	0.02000	1000.00000	0.62400	0.03937
4800.00000	16.00000	20000.00000	0.03162	0.00000	0.00005	0.00000	1.05000	0.50000	0.50000	0.02000	1000.00000	0.26500	0.03587
4800.00000	16.00000	20000.00000	0.03162	0.00000	0.00005	0.00000	1.50000	0.50000	0.50000	0.02000	1000.00000	0.31100	0.03762
4800.00000	16.00000	20000.00000	0.04642	1.00000	0.00005	0.00000	1.05000	0.50000	0.50000	0.02000	1000.00000	0.20100	0.03257
4800.00000	16.00000	20000.00000	0.04642	1.00000	0.00005	0.00000	1.50000	0.50000	0.50000	0.02000	1000.00000	0.53400	0.04054
4800.00000	16.00000	20000.00000	0.04642	0.00000	0.00005	0.00000	1.05000	0.50000	0.50000	0.02000	1000.00000	0.27100	0.03612
4800.00000	16.00000	20000.00000	0.04642	0.00000	0.00005	0.00000	1.50000	0.50000	0.50000	0.02000	1000.00000	0.34600	0.03866
4800.00000	16.00000	20000.00000	0.06813	1.00000	0.00005	0.00000	1.05000	0.50000	0.50000	0.02000	1000.00000	0.01600	0.01020
4800.00000	16.00000	20000.00000	0.06813	1.00000	0.00005	0.00000	1.50000	0.50000	0.50000	0.02000	1000.00000	0.43300	0.04027
4800.00000	16.00000	20000.00000	0.06813	0.00000	0.00005	0.00000	1.05000	0.50000	0.50000	0.02000	1000.00000	0.26500	0.03587
4800.00000	16.00000	20000.00000	0.06813	0.00000	0.00005	0.00000	1.50000	0.50000	0.50000	0.02000	1000.00000	0.39600	0.03975
